Move In,In Time,Move Out,Out Time,Stay Duration
1257,2025-06-11 13:53,1257,2025-06-11 13:53,3.81
1258,2025-06-11 13:53,1258,2025-06-11 13:53,1.48
1259,2025-06-11 13:53,1259,2025-06-11 13:53,3.81
1260,2025-06-11 13:55,1260,2025-06-11 13:55,4.03
1261,2025-06-11 13:57,1261,2025-06-11 13:57,3.6
1262,2025-06-11 13:57,1262,2025-06-11 13:57,1.43
1263,2025-06-11 13:58,1263,2025-06-11 13:58,3.01
1264,2025-06-11 13:59,1264,2025-06-11 13:59,2.17
1265,2025-06-11 13:59,1265,2025-06-11 13:59,3.59
1266,2025-06-11 13:59,1266,2025-06-11 13:59,2.18
1267,2025-06-11 14:01,1267,2025-06-11 14:01,2.28
1268,2025-06-11 14:01,1268,2025-06-11 14:01,4.61
1269,2025-06-11 14:02,1269,2025-06-11 14:02,4.15
1270,2025-06-11 14:02,1270,2025-06-11 14:02,1.18
1271,2025-06-11 14:02,1271,2025-06-11 14:02,3.35
1272,2025-06-11 14:04,1272,2025-06-11 14:04,1.02
1273,2025-06-11 14:04,1273,2025-06-11 14:04,1.7
1274,2025-06-11 14:04,1274,2025-06-11 14:04,1.22
1275,2025-06-11 14:05,1275,2025-06-11 14:05,3.03
1276,2025-06-11 14:06,1276,2025-06-11 14:06,3.25
1277,2025-06-11 14:06,1277,2025-06-11 14:06,4.15
1278,2025-06-11 14:06,1278,2025-06-11 14:06,4.11
1279,2025-06-11 14:08,1279,2025-06-11 14:08,2.92
1280,2025-06-11 14:08,1280,2025-06-11 14:08,4.14
1281,2025-06-11 14:10,1281,2025-06-11 14:10,1.65
1282,2025-06-11 14:10,1282,2025-06-11 14:10,4.08
1283,2025-06-11 14:10,1283,2025-06-11 14:10,3.12
1284,2025-06-11 14:11,1284,2025-06-11 14:11,4.75
1285,2025-06-11 14:11,1285,2025-06-11 14:11,2.11
1286,2025-06-11 14:11,1286,2025-06-11 14:11,2.14
1287,2025-06-11 14:13,1287,2025-06-11 14:13,4.96
1288,2025-06-11 14:14,1288,2025-06-11 14:14,3.58
1289,2025-06-11 14:16,1289,2025-06-11 14:16,2.07
1290,2025-06-11 14:17,1290,2025-06-11 14:17,3.81
1291,2025-06-11 14:17,1291,2025-06-11 14:17,4.49
1292,2025-06-11 14:17,1292,2025-06-11 14:17,1.35
1293,2025-06-11 14:19,1293,2025-06-11 14:19,1.15
1294,2025-06-11 14:21,1294,2025-06-11 14:21,2.39
1295,2025-06-11 14:21,1295,2025-06-11 14:21,2.64
1296,2025-06-11 14:21,1296,2025-06-11 14:21,4.52
1297,2025-06-11 14:22,1297,2025-06-11 14:22,1.93
1298,2025-06-11 14:24,1298,2025-06-11 14:24,3.84
1299,2025-06-11 14:24,1299,2025-06-11 14:24,4.13
1300,2025-06-11 14:24,1300,2025-06-11 14:24,1.98
1301,2025-06-11 14:25,1301,2025-06-11 14:25,2.71
1302,2025-06-11 14:25,1302,2025-06-11 14:25,3.78
1303,2025-06-11 14:25,1303,2025-06-11 14:25,3.09
1304,2025-06-11 14:26,1304,2025-06-11 14:26,2.84
1305,2025-06-11 14:27,1305,2025-06-11 14:27,4.11
1306,2025-06-11 14:27,1306,2025-06-11 14:27,4.06
1307,2025-06-11 14:27,1307,2025-06-11 14:27,4.11
1308,2025-06-11 14:29,1308,2025-06-11 14:29,3.38
1309,2025-06-11 14:30,1309,2025-06-11 14:30,4.6
1310,2025-06-11 14:30,1310,2025-06-11 14:30,4.08
1311,2025-06-11 14:30,1311,2025-06-11 14:30,2.06
1312,2025-06-11 14:31,1312,2025-06-11 14:31,2.26
1313,2025-06-11 14:31,1313,2025-06-11 14:31,4.54
1314,2025-06-11 14:32,1314,2025-06-11 14:32,4.8
1315,2025-06-11 14:33,1315,2025-06-11 14:33,4.75
1316,2025-06-11 14:33,1316,2025-06-11 14:33,4.95
1317,2025-06-11 14:34,1317,2025-06-11 14:34,2.79
1318,2025-06-11 14:34,1318,2025-06-11 14:34,2.78
1319,2025-06-11 14:34,1319,2025-06-11 14:34,3.92
1320,2025-06-11 14:35,1320,2025-06-11 14:35,2.11
1321,2025-06-11 14:37,1321,2025-06-11 14:37,2.97
1322,2025-06-11 14:37,1322,2025-06-11 14:37,3.13
1323,2025-06-11 14:38,1323,2025-06-11 14:38,1.29
1324,2025-06-11 14:38,1324,2025-06-11 14:38,1.54
1325,2025-06-11 14:39,1325,2025-06-11 14:39,2.21
1326,2025-06-11 14:42,1326,2025-06-11 14:42,4.73
1327,2025-06-11 14:42,1327,2025-06-11 14:42,3.37
1328,2025-06-11 14:42,1328,2025-06-11 14:42,1.89
1329,2025-06-11 14:43,1329,2025-06-11 14:43,2.65
1330,2025-06-11 14:43,1330,2025-06-11 14:43,4.11
1331,2025-06-11 14:43,1331,2025-06-11 14:43,3.38
1332,2025-06-11 14:45,1332,2025-06-11 14:45,3.16
1333,2025-06-11 14:46,1333,2025-06-11 14:46,3.2
1334,2025-06-11 14:50,1334,2025-06-11 14:50,1.21
1335,2025-06-11 14:50,1335,2025-06-11 14:50,4.37
1336,2025-06-11 14:51,1336,2025-06-11 14:51,2.35
1337,2025-06-11 14:52,1337,2025-06-11 14:52,3.18
1338,2025-06-11 14:53,1338,2025-06-11 14:53,2.48
1339,2025-06-11 14:53,1339,2025-06-11 14:53,2.98
1340,2025-06-11 14:53,1340,2025-06-11 14:53,3.87
1341,2025-06-11 14:54,1341,2025-06-11 14:54,2.43
1342,2025-06-11 14:54,1342,2025-06-11 14:54,2.44
1343,2025-06-11 14:55,1343,2025-06-11 14:55,3.0
1344,2025-06-11 14:55,1344,2025-06-11 14:55,3.25
1345,2025-06-11 14:55,1345,2025-06-11 14:55,4.62
1346,2025-06-11 14:56,1346,2025-06-11 14:56,1.08
1347,2025-06-11 14:57,1347,2025-06-11 14:57,3.04
1348,2025-06-11 14:58,1348,2025-06-11 14:58,2.7
1349,2025-06-11 14:58,1349,2025-06-11 14:58,2.93
1350,2025-06-11 14:59,1350,2025-06-11 14:59,2.7
1351,2025-06-11 15:00,1351,2025-06-11 15:00,4.08
1352,2025-06-11 15:00,1352,2025-06-11 15:00,4.53
1353,2025-06-11 15:01,1353,2025-06-11 15:01,4.8
1354,2025-06-11 15:02,1354,2025-06-11 15:02,2.07
1355,2025-06-11 15:02,1355,2025-06-11 15:02,1.01
1356,2025-06-11 15:03,1356,2025-06-11 15:03,3.94
1357,2025-06-11 15:03,1357,2025-06-11 15:03,1.01
1358,2025-06-11 15:03,1358,2025-06-11 15:03,3.36
1359,2025-06-11 15:04,1359,2025-06-11 15:04,2.12
1360,2025-06-11 15:04,1360,2025-06-11 15:04,1.28
1361,2025-06-11 15:04,1361,2025-06-11 15:04,4.9
1362,2025-06-11 15:05,1362,2025-06-11 15:05,3.16
1363,2025-06-11 15:05,1363,2025-06-11 15:05,3.71
1364,2025-06-11 15:06,1364,2025-06-11 15:06,3.0
1365,2025-06-11 15:06,1365,2025-06-11 15:06,1.67
1366,2025-06-11 15:07,1366,2025-06-11 15:07,1.4
1367,2025-06-11 15:08,1367,2025-06-11 15:08,3.99
1368,2025-06-11 15:08,1368,2025-06-11 15:08,4.25
1369,2025-06-11 15:09,1369,2025-06-11 15:09,4.11
1370,2025-06-11 15:09,1370,2025-06-11 15:09,2.16
1371,2025-06-11 15:10,1371,2025-06-11 15:10,4.57
1372,2025-06-11 15:12,1372,2025-06-11 15:12,3.72
1373,2025-06-11 15:13,1373,2025-06-11 15:13,2.62
1374,2025-06-11 15:13,1374,2025-06-11 15:13,2.1
1375,2025-06-11 15:14,1375,2025-06-11 15:14,4.85
1376,2025-06-11 15:14,1376,2025-06-11 15:14,4.56
1377,2025-06-11 15:15,1377,2025-06-11 15:15,3.09
1378,2025-06-11 15:15,1378,2025-06-11 15:15,4.19
1379,2025-06-11 15:15,1379,2025-06-11 15:15,3.85
1380,2025-06-11 15:16,1380,2025-06-11 15:16,4.67
1381,2025-06-11 15:17,1381,2025-06-11 15:17,1.34
1382,2025-06-11 15:19,1382,2025-06-11 15:19,4.88
1383,2025-06-11 15:19,1383,2025-06-11 15:19,1.13
1384,2025-06-11 15:19,1384,2025-06-11 15:19,2.54
1385,2025-06-11 15:21,1385,2025-06-11 15:21,3.8
1386,2025-06-11 15:21,1386,2025-06-11 15:21,1.92
1387,2025-06-11 15:22,1387,2025-06-11 15:22,2.87
1388,2025-06-11 15:22,1388,2025-06-11 15:22,1.86
1389,2025-06-11 15:22,1389,2025-06-11 15:22,2.48
1390,2025-06-11 15:23,1390,2025-06-11 15:23,2.77
1391,2025-06-11 15:23,1391,2025-06-11 15:23,3.12
1392,2025-06-11 15:23,1392,2025-06-11 15:23,2.72
1393,2025-06-11 15:24,1393,2025-06-11 15:24,3.2
1394,2025-06-11 15:24,1394,2025-06-11 15:24,2.54
1395,2025-06-11 15:24,1395,2025-06-11 15:24,4.7
1396,2025-06-11 15:26,1396,2025-06-11 15:26,2.7
1397,2025-06-11 15:27,1397,2025-06-11 15:27,4.43
1398,2025-06-11 15:27,1398,2025-06-11 15:27,3.53
1399,2025-06-11 15:28,1399,2025-06-11 15:28,3.41
1400,2025-06-11 15:28,1400,2025-06-11 15:28,4.61
1401,2025-06-11 15:29,1401,2025-06-11 15:29,4.1
1402,2025-06-11 15:29,1402,2025-06-11 15:29,3.67
1403,2025-06-11 15:30,1403,2025-06-11 15:30,1.13
1404,2025-06-11 15:31,1404,2025-06-11 15:31,1.29
1405,2025-06-11 15:32,1405,2025-06-11 15:32,3.33
1406,2025-06-11 15:33,1406,2025-06-11 15:33,3.44
1407,2025-06-11 15:33,1407,2025-06-11 15:33,4.57
1408,2025-06-11 15:34,1408,2025-06-11 15:34,1.62
1409,2025-06-11 15:34,1409,2025-06-11 15:34,4.33
1410,2025-06-11 15:36,1410,2025-06-11 15:36,4.23
1411,2025-06-11 15:36,1411,2025-06-11 15:36,3.55
1412,2025-06-11 15:37,1412,2025-06-11 15:37,2.68
1413,2025-06-11 15:38,1413,2025-06-11 15:38,4.53
1414,2025-06-11 15:38,1414,2025-06-11 15:38,2.53
1415,2025-06-11 15:40,1415,2025-06-11 15:40,4.73
1416,2025-06-11 15:41,1416,2025-06-11 15:41,4.44
1417,2025-06-11 15:41,1417,2025-06-11 15:41,2.83
1418,2025-06-11 15:41,1418,2025-06-11 15:41,2.0
1419,2025-06-11 15:42,1419,2025-06-11 15:42,3.4
1420,2025-06-11 15:44,1420,2025-06-11 15:44,3.43
1421,2025-06-11 15:44,1421,2025-06-11 15:44,4.13
1422,2025-06-11 15:44,1422,2025-06-11 15:44,1.59
1423,2025-06-11 15:45,1423,2025-06-11 15:45,2.77
1424,2025-06-11 15:45,1424,2025-06-11 15:45,2.46
1425,2025-06-11 15:46,1425,2025-06-11 15:46,3.92
1426,2025-06-11 15:47,1426,2025-06-11 15:47,3.73
1427,2025-06-11 15:47,1427,2025-06-11 15:47,2.0
1428,2025-06-11 15:47,1428,2025-06-11 15:47,2.18
1429,2025-06-11 15:48,1429,2025-06-11 15:48,2.22
1430,2025-06-11 15:48,1430,2025-06-11 15:48,4.48
1431,2025-06-11 15:48,1431,2025-06-11 15:48,3.85
1432,2025-06-11 15:49,1432,2025-06-11 15:49,3.01
1433,2025-06-11 15:49,1433,2025-06-11 15:49,4.8
1434,2025-06-11 15:49,1434,2025-06-11 15:49,3.57
1435,2025-06-11 15:50,1435,2025-06-11 15:50,4.53
1436,2025-06-11 15:51,1436,2025-06-11 15:51,4.22
1437,2025-06-11 15:51,1437,2025-06-11 15:51,1.87
1438,2025-06-11 15:51,1438,2025-06-11 15:51,4.66
1439,2025-06-11 15:52,1439,2025-06-11 15:52,2.14
1440,2025-06-11 15:53,1440,2025-06-11 15:53,4.75
1441,2025-06-11 15:54,1441,2025-06-11 15:54,2.73
1442,2025-06-11 15:55,1442,2025-06-11 15:55,3.71
1443,2025-06-11 15:55,1443,2025-06-11 15:55,4.31
1444,2025-06-11 15:56,1444,2025-06-11 15:56,1.9
1445,2025-06-11 15:56,1445,2025-06-11 15:56,3.52
1446,2025-06-11 15:57,1446,2025-06-11 15:57,1.76
1447,2025-06-11 15:57,1447,2025-06-11 15:57,2.45
1448,2025-06-11 15:58,1448,2025-06-11 15:58,1.9
1449,2025-06-11 16:01,1449,2025-06-11 16:01,4.36
1450,2025-06-11 16:01,1450,2025-06-11 16:01,1.62
1451,2025-06-11 16:01,1451,2025-06-11 16:01,1.19
1452,2025-06-11 16:05,1452,2025-06-11 16:05,3.54
1453,2025-06-11 16:07,1453,2025-06-11 16:07,2.49
1454,2025-06-11 16:07,1454,2025-06-11 16:07,3.64
1455,2025-06-11 16:07,1455,2025-06-11 16:07,1.15
1456,2025-06-11 16:08,1456,2025-06-11 16:08,4.8
1457,2025-06-11 16:08,1457,2025-06-11 16:08,2.37
1458,2025-06-11 16:09,1458,2025-06-11 16:09,4.14
1459,2025-06-11 16:10,1459,2025-06-11 16:10,3.46
1460,2025-06-11 16:10,1460,2025-06-11 16:10,1.51
1461,2025-06-11 16:11,1461,2025-06-11 16:11,3.75
1462,2025-06-11 16:11,1462,2025-06-11 16:11,2.1
1463,2025-06-11 16:12,1463,2025-06-11 16:12,1.43
1464,2025-06-11 16:12,1464,2025-06-11 16:12,1.42
1465,2025-06-11 16:12,1465,2025-06-11 16:12,3.26
1466,2025-06-11 16:13,1466,2025-06-11 16:13,2.0
1467,2025-06-11 16:14,1467,2025-06-11 16:14,4.97
1468,2025-06-11 16:14,1468,2025-06-11 16:14,4.63
1469,2025-06-11 16:16,1469,2025-06-11 16:16,2.9
1470,2025-06-11 16:16,1470,2025-06-11 16:16,3.29
1471,2025-06-11 16:16,1471,2025-06-11 16:16,2.28
1472,2025-06-11 16:17,1472,2025-06-11 16:17,3.11
1473,2025-06-11 16:17,1473,2025-06-11 16:17,2.06
1474,2025-06-11 16:18,1474,2025-06-11 16:18,1.55
1475,2025-06-11 16:18,1475,2025-06-11 16:18,3.59
1476,2025-06-11 16:19,1476,2025-06-11 16:19,3.14
1477,2025-06-11 16:20,1477,2025-06-11 16:20,1.17
1478,2025-06-11 16:20,1478,2025-06-11 16:20,2.17
1479,2025-06-11 16:21,1479,2025-06-11 16:21,1.16
1480,2025-06-11 16:21,1480,2025-06-11 16:21,1.34
1481,2025-06-11 16:22,1481,2025-06-11 16:22,3.24
1482,2025-06-11 16:22,1482,2025-06-11 16:22,4.06
1483,2025-06-11 16:22,1483,2025-06-11 16:22,4.93
1484,2025-06-11 16:23,1484,2025-06-11 16:23,1.64
1485,2025-06-11 16:25,1485,2025-06-11 16:25,2.69
1486,2025-06-11 16:26,1486,2025-06-11 16:26,3.86
1487,2025-06-11 16:26,1487,2025-06-11 16:26,4.57
1488,2025-06-11 16:28,1488,2025-06-11 16:28,1.21
1489,2025-06-11 16:28,1489,2025-06-11 16:28,2.03
1490,2025-06-11 16:28,1490,2025-06-11 16:28,1.71
1491,2025-06-11 16:29,1491,2025-06-11 16:29,3.45
1492,2025-06-11 16:29,1492,2025-06-11 16:29,2.85
1493,2025-06-11 16:29,1493,2025-06-11 16:29,3.26
1494,2025-06-11 16:30,1494,2025-06-11 16:30,1.96
1495,2025-06-11 16:30,1495,2025-06-11 16:30,1.54
1496,2025-06-11 16:30,1496,2025-06-11 16:30,2.74
1497,2025-06-11 16:31,1497,2025-06-11 16:31,4.89
1498,2025-06-11 16:32,1498,2025-06-11 16:32,3.8
1499,2025-06-11 16:32,1499,2025-06-11 16:32,4.88
1500,2025-06-11 16:37,1500,2025-06-11 16:37,2.16
1501,2025-06-11 16:38,1501,2025-06-11 16:38,1.38
1502,2025-06-11 16:38,1502,2025-06-11 16:38,3.89
1503,2025-06-11 16:38,1503,2025-06-11 16:38,4.16
1504,2025-06-11 16:39,1504,2025-06-11 16:39,4.34
1505,2025-06-11 16:39,1505,2025-06-11 16:39,3.12
1506,2025-06-11 16:42,1506,2025-06-11 16:42,4.89
1507,2025-06-11 16:42,1507,2025-06-11 16:42,2.76
1508,2025-06-11 16:42,1508,2025-06-11 16:42,4.62
1509,2025-06-11 16:43,1509,2025-06-11 16:43,1.83
1510,2025-06-11 16:43,1510,2025-06-11 16:43,2.42
1511,2025-06-11 16:43,1511,2025-06-11 16:43,2.33
1512,2025-06-11 16:44,1512,2025-06-11 16:44,1.11
1513,2025-06-11 16:44,1513,2025-06-11 16:44,3.12
1514,2025-06-11 16:44,1514,2025-06-11 16:44,4.79
1515,2025-06-11 16:45,1515,2025-06-11 16:45,2.14
1516,2025-06-11 16:45,1516,2025-06-11 16:45,2.1
1517,2025-06-11 16:45,1517,2025-06-11 16:45,2.21
1518,2025-06-11 16:46,1518,2025-06-11 16:46,1.02
1519,2025-06-11 16:46,1519,2025-06-11 16:46,4.75
1520,2025-06-11 16:47,1520,2025-06-11 16:47,1.96
1521,2025-06-11 16:47,1521,2025-06-11 16:47,3.21
1522,2025-06-11 16:47,1522,2025-06-11 16:47,2.16
1523,2025-06-11 16:48,1523,2025-06-11 16:48,3.16
1524,2025-06-11 16:48,1524,2025-06-11 16:48,4.93
1525,2025-06-11 16:48,1525,2025-06-11 16:48,3.62
1526,2025-06-11 16:50,1526,2025-06-11 16:50,4.14
1527,2025-06-11 16:51,1527,2025-06-11 16:51,1.3
1528,2025-06-11 16:51,1528,2025-06-11 16:51,3.9
1529,2025-06-11 16:51,1529,2025-06-11 16:51,3.27
1530,2025-06-11 16:52,1530,2025-06-11 16:52,3.11
1531,2025-06-11 16:52,1531,2025-06-11 16:52,4.52
1532,2025-06-11 16:53,1532,2025-06-11 16:53,3.7
1533,2025-06-11 16:53,1533,2025-06-11 16:53,2.08
1534,2025-06-11 16:53,1534,2025-06-11 16:53,4.3
1535,2025-06-11 16:56,1535,2025-06-11 16:56,3.15
1536,2025-06-11 16:56,1536,2025-06-11 16:56,1.41
1537,2025-06-11 16:57,1537,2025-06-11 16:57,2.76
1538,2025-06-11 16:58,1538,2025-06-11 16:58,3.83
1539,2025-06-11 16:58,1539,2025-06-11 16:58,3.63
1540,2025-06-11 16:58,1540,2025-06-11 16:58,4.32
1541,2025-06-11 16:59,1541,2025-06-11 16:59,1.39
1542,2025-06-11 16:59,1542,2025-06-11 16:59,4.25
1543,2025-06-11 16:59,1543,2025-06-11 16:59,2.53
1544,2025-06-11 17:00,1544,2025-06-11 17:00,4.17
1545,2025-06-11 17:01,1545,2025-06-11 17:01,3.94
1546,2025-06-11 17:01,1546,2025-06-11 17:01,4.22
1547,2025-06-11 17:02,1547,2025-06-11 17:02,2.36
1548,2025-06-11 17:02,1548,2025-06-11 17:02,4.4
1549,2025-06-11 17:02,1549,2025-06-11 17:02,1.97
1550,2025-06-11 17:04,1550,2025-06-11 17:04,1.25
1551,2025-06-11 17:04,1551,2025-06-11 17:04,3.05
1552,2025-06-11 17:04,1552,2025-06-11 17:04,3.7
1553,2025-06-11 17:05,1553,2025-06-11 17:05,3.5
1554,2025-06-11 17:05,1554,2025-06-11 17:05,4.44
1555,2025-06-11 17:05,1555,2025-06-11 17:05,3.11
1556,2025-06-11 17:06,1556,2025-06-11 17:06,1.49
1557,2025-06-11 17:06,1557,2025-06-11 17:06,4.82
1558,2025-06-11 17:07,1558,2025-06-11 17:07,3.56
1559,2025-06-11 17:08,1559,2025-06-11 17:08,3.36
1560,2025-06-11 17:09,1560,2025-06-11 17:09,1.16
1561,2025-06-11 17:09,1561,2025-06-11 17:09,1.61
1562,2025-06-11 17:10,1562,2025-06-11 17:10,3.78
1563,2025-06-11 17:10,1563,2025-06-11 17:10,2.87
1564,2025-06-11 17:11,1564,2025-06-11 17:11,2.57
1565,2025-06-11 17:12,1565,2025-06-11 17:12,1.95
1566,2025-06-11 17:13,1566,2025-06-11 17:13,1.18
1567,2025-06-11 17:13,1567,2025-06-11 17:13,4.74
1568,2025-06-11 17:14,1568,2025-06-11 17:14,3.68
1569,2025-06-11 17:14,1569,2025-06-11 17:14,4.66
1570,2025-06-11 17:15,1570,2025-06-11 17:15,1.58
1571,2025-06-11 17:18,1571,2025-06-11 17:18,4.26
1572,2025-06-11 17:18,1572,2025-06-11 17:18,2.74
1573,2025-06-11 17:18,1573,2025-06-11 17:18,2.52
1574,2025-06-11 17:19,1574,2025-06-11 17:19,2.67
1575,2025-06-11 17:19,1575,2025-06-11 17:19,2.27
1576,2025-06-11 17:19,1576,2025-06-11 17:19,3.08
1577,2025-06-11 17:21,1577,2025-06-11 17:21,2.42
1578,2025-06-11 17:22,1578,2025-06-11 17:22,4.62
1579,2025-06-11 17:22,1579,2025-06-11 17:22,3.13
1580,2025-06-11 17:24,1580,2025-06-11 17:24,1.95
1581,2025-06-11 17:24,1581,2025-06-11 17:24,3.12
1582,2025-06-11 17:25,1582,2025-06-11 17:25,4.91
1583,2025-06-11 17:27,1583,2025-06-11 17:27,4.36
1584,2025-06-11 17:28,1584,2025-06-11 17:28,1.12
1585,2025-06-11 17:28,1585,2025-06-11 17:28,3.56
1586,2025-06-11 17:29,1586,2025-06-11 17:29,4.06
1587,2025-06-11 17:29,1587,2025-06-11 17:29,1.11
1588,2025-06-11 17:31,1588,2025-06-11 17:31,2.0
1589,2025-06-11 17:31,1589,2025-06-11 17:31,4.2
1590,2025-06-11 17:34,1590,2025-06-11 17:34,2.3
1591,2025-06-11 17:35,1591,2025-06-11 17:35,3.16
1592,2025-06-11 17:35,1592,2025-06-11 17:35,1.57
1593,2025-06-11 17:36,1593,2025-06-11 17:36,2.92
1594,2025-06-11 17:36,1594,2025-06-11 17:36,2.93
1595,2025-06-11 17:38,1595,2025-06-11 17:38,3.73
1596,2025-06-11 17:39,1596,2025-06-11 17:39,3.4
1597,2025-06-11 17:39,1597,2025-06-11 17:39,4.06
1598,2025-06-11 17:43,1598,2025-06-11 17:43,3.48
1599,2025-06-11 17:44,1599,2025-06-11 17:44,2.52
1600,2025-06-11 17:44,1600,2025-06-11 17:44,3.87
1601,2025-06-11 17:44,1601,2025-06-11 17:44,3.68
1602,2025-06-11 17:45,1602,2025-06-11 17:45,2.65
1603,2025-06-11 17:46,1603,2025-06-11 17:46,2.09
1604,2025-06-11 17:47,1604,2025-06-11 17:47,2.0
1605,2025-06-11 17:47,1605,2025-06-11 17:47,3.16
1606,2025-06-11 17:49,1606,2025-06-11 17:49,2.5
1607,2025-06-11 17:49,1607,2025-06-11 17:49,1.2
1608,2025-06-11 17:49,1608,2025-06-11 17:49,3.34
1609,2025-06-11 17:50,1609,2025-06-11 17:50,4.74
1610,2025-06-11 17:50,1610,2025-06-11 17:50,3.25
1611,2025-06-11 17:50,1611,2025-06-11 17:50,3.87
1612,2025-06-11 17:51,1612,2025-06-11 17:51,4.01
1613,2025-06-11 17:51,1613,2025-06-11 17:51,4.67
1614,2025-06-11 17:53,1614,2025-06-11 17:53,3.23
1615,2025-06-11 17:54,1615,2025-06-11 17:54,2.0
1616,2025-06-11 17:55,1616,2025-06-11 17:55,4.05
1617,2025-06-11 17:55,1617,2025-06-11 17:55,1.42
1618,2025-06-11 17:56,1618,2025-06-11 17:56,1.43
1619,2025-06-11 17:56,1619,2025-06-11 17:56,3.56
1620,2025-06-11 17:56,1620,2025-06-11 17:56,2.59
1621,2025-06-11 18:00,1621,2025-06-11 18:00,1.28
1622,2025-06-11 18:01,1622,2025-06-11 18:01,4.49
1623,2025-06-11 18:02,1623,2025-06-11 18:02,3.52
1624,2025-06-11 18:02,1624,2025-06-11 18:02,1.79
1625,2025-06-11 18:03,1625,2025-06-11 18:03,2.15
1626,2025-06-11 18:03,1626,2025-06-11 18:03,1.04
1627,2025-06-11 18:05,1627,2025-06-11 18:05,4.86
1628,2025-06-11 18:06,1628,2025-06-11 18:06,4.81
1629,2025-06-11 18:06,1629,2025-06-11 18:06,4.96
1630,2025-06-11 18:09,1630,2025-06-11 18:09,4.52
1631,2025-06-11 18:09,1631,2025-06-11 18:09,3.28
1632,2025-06-11 18:11,1632,2025-06-11 18:11,3.97
1633,2025-06-11 18:12,1633,2025-06-11 18:12,1.78
1634,2025-06-11 18:12,1634,2025-06-11 18:12,3.93
1635,2025-06-11 18:13,1635,2025-06-11 18:13,4.46
1636,2025-06-11 18:13,1636,2025-06-11 18:13,2.61
1637,2025-06-11 18:13,1637,2025-06-11 18:13,2.33
1638,2025-06-11 18:14,1638,2025-06-11 18:14,3.91
1639,2025-06-11 18:14,1639,2025-06-11 18:14,2.83
1640,2025-06-11 18:14,1640,2025-06-11 18:14,2.26
1641,2025-06-11 18:15,1641,2025-06-11 18:15,4.39
1642,2025-06-11 18:15,1642,2025-06-11 18:15,3.3
1643,2025-06-11 18:15,1643,2025-06-11 18:15,1.33
1644,2025-06-11 18:16,1644,2025-06-11 18:16,4.56
1645,2025-06-11 18:16,1645,2025-06-11 18:16,4.19
1646,2025-06-11 18:17,1646,2025-06-11 18:17,2.76
1647,2025-06-11 18:18,1647,2025-06-11 18:18,3.83
1648,2025-06-11 18:20,1648,2025-06-11 18:20,3.09
1649,2025-06-11 18:21,1649,2025-06-11 18:21,4.37
1650,2025-06-11 18:21,1650,2025-06-11 18:21,2.63
1651,2025-06-11 18:22,1651,2025-06-11 18:22,1.7
1652,2025-06-11 18:22,1652,2025-06-11 18:22,4.66
1653,2025-06-11 18:23,1653,2025-06-11 18:23,2.86
1654,2025-06-11 18:23,1654,2025-06-11 18:23,4.23
1655,2025-06-11 18:23,1655,2025-06-11 18:23,3.83
1656,2025-06-11 18:24,1656,2025-06-11 18:24,1.13
1657,2025-06-11 18:25,1657,2025-06-11 18:25,1.96
1658,2025-06-11 18:25,1658,2025-06-11 18:25,4.19
1659,2025-06-11 18:25,1659,2025-06-11 18:25,4.24
1660,2025-06-11 18:26,1660,2025-06-11 18:26,4.47
1661,2025-06-11 18:26,1661,2025-06-11 18:26,4.13
1662,2025-06-11 18:26,1662,2025-06-11 18:26,4.94
1663,2025-06-11 18:27,1663,2025-06-11 18:27,2.67
1664,2025-06-11 18:27,1664,2025-06-11 18:27,2.66
1665,2025-06-11 18:28,1665,2025-06-11 18:28,1.66
1666,2025-06-11 18:28,1666,2025-06-11 18:28,3.07
1667,2025-06-11 18:28,1667,2025-06-11 18:28,4.43
1668,2025-06-11 18:30,1668,2025-06-11 18:30,2.36
1669,2025-06-11 18:30,1669,2025-06-11 18:30,4.37
1670,2025-06-11 18:32,1670,2025-06-11 18:32,1.9
1671,2025-06-11 18:32,1671,2025-06-11 18:32,2.77
1672,2025-06-11 18:33,1672,2025-06-11 18:33,4.68
1673,2025-06-11 18:33,1673,2025-06-11 18:33,3.81
1674,2025-06-11 18:34,1674,2025-06-11 18:34,3.13
1675,2025-06-11 18:35,1675,2025-06-11 18:35,4.12
1676,2025-06-11 18:35,1676,2025-06-11 18:35,4.26
1677,2025-06-11 18:35,1677,2025-06-11 18:35,1.58
1678,2025-06-11 18:37,1678,2025-06-11 18:37,1.72
1679,2025-06-11 18:39,1679,2025-06-11 18:39,4.67
1680,2025-06-11 18:39,1680,2025-06-11 18:39,4.43
1681,2025-06-11 18:40,1681,2025-06-11 18:40,3.34
1682,2025-06-11 18:40,1682,2025-06-11 18:40,4.83
1683,2025-06-11 18:41,1683,2025-06-11 18:41,1.62
1684,2025-06-11 18:42,1684,2025-06-11 18:42,4.14
1685,2025-06-11 18:42,1685,2025-06-11 18:42,4.3
1686,2025-06-11 18:44,1686,2025-06-11 18:44,2.15
1687,2025-06-11 18:44,1687,2025-06-11 18:44,1.67
1688,2025-06-11 18:45,1688,2025-06-11 18:45,3.61
1689,2025-06-11 18:45,1689,2025-06-11 18:45,3.16
1690,2025-06-11 18:45,1690,2025-06-11 18:45,4.49
1691,2025-06-11 18:46,1691,2025-06-11 18:46,4.3
1692,2025-06-11 18:47,1692,2025-06-11 18:47,2.4
